,title,image_id,medium_display
499,"Hotei Smoking his Pipe, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",ebdf6fdc-939e-f032-e701-df55b03ebb79,Color woodblock print (album sheet)
500,"A Philosopher Watching a Pair of Butterflies, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",7fe206a1-a597-30ba-ffb5-f2c945325358,Color woodblock; album sheet
501,"Craftsman working on Temple, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",95fb6eb6-caa4-a7ca-5236-8306501f2ec8,Color woodblock print (album sheet)
502,"Goddess Riding a Dragon, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",1ecaafa9-e8cd-8c72-b80b-e0a23b12ef63,Color woodblock print (album sheet)
503,"Mount Fuji in Winter, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",a5b8141c-1684-f903-1e6b-0ccb602020ef,Color woodblock print (album sheet)
504,"Flowers, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",cae4a745-569d-a66e-264a-7e4f0f297d88,Color woodblock print (album sheet)
505,"Blooming Plum Tree, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",1d1cb2d5-f09e-16c2-c019-3b0f04c4f2df,Color woodblock print (album sheet)
506,"Wasp and turnip stalk, from ""The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)""",ebcc650b-66f4-06e6-3f0c-e66d6412d9cf,Color woodblock print (album sheet)
507,"Chrysanthemums in a Basket, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",4dc5a09b-cc0b-6741-6100-3bc66b3eb50f,Color woodblock print (album sheet)
508,"Iris, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",db2d0fbb-ad75-b038-cb41-add27d395175,Color woodblock print (album sheet)
509,"Hawk, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",33eb3fd1-f53a-d62d-31bf-055730c297f4,Color woodblock print (album sheet)
510,"Male Pheasant, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",a97ea896-d5d1-8fa7-0b44-f3fe57f086c0,Color woodblock print (album sheet)
511,"Two Waterfowl, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",53df5359-6883-b096-f56c-adec9bbece43,Color woodblock print (album sheet)
512,"Fox, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",3a14e0a9-e6a6-d25a-a978-365341d27888,Color woodblock print (album sheet)
513,"Shin Yoshiwara, from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",57f1d63b-2ac8-f4c6-9814-797ddbe21763,Color woodblock print; double-page illustration from book
514,"The End-of-year Market at Asakusa (Asakusa mino ichi), from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",73c215fa-d4f1-dd3f-e32e-5694bf594e9d,Color woodblock print; double-page illustration from book
515,"Asakusa Festival (Asakusa matsuri), from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",d6904e99-2650-8889-98cd-c13080454adf,Color woodblock print; double-page illustration from book
516,"Low Tide at Shinagawa (Shinagawa shiohi), from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",0a270afe-7e3f-4dd4-ca92-4ef4c2b41779,Color woodblock print; double-page illustration from book
517,"Sumiyoshi Shrine at Tsukuda (Tsukuda Sumiyoshi yashiro), from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",1acd9b9f-7b1f-df11-0640-8f156879e107,Color woodblock print; double-page illustration from book
518,"Nippori, from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",7defd99f-f41a-de62-0c48-4a324581eafb,Color woodblock print; double-page illustration from book
519,"Ueno, from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",56a7ef04-6aaf-dde6-d14b-9b8710bd7740,Color woodblock print; double-page illustration from book
520,"Armorer (Yoroi takumi), from the illustrated book ""Picture Book of the Amusements of the East (Ehon Azuma asobi)""",c6aa70d4-74da-e171-a85f-66fafd97fa60,Color woodblock print; page from illustrated book
521,"Komachi Cherry Tree (Komachi zakura), from the illustrated book ""Picture Book of Amusements of the East (Ehon Azuma asobi)""",fe8a08d2-4353-049a-4eb9-86bfd6c76585,Color woodblock print; page from illustrated book
522,"Sanno Festival (Sanno matsuri), from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",d6694e13-12ab-5bee-92ce-997962134397,Color woodblock print; page from illustrated book
523,"Plum Garden (Umeyashiki), from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",d1a258f2-b1dd-2cf2-868c-b253418b53e3,Color woodblock print; double-page illustration from book
524,"Oji, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",cc889c94-0db9-b22a-ee52-df9c2885eca8,Color woodblock print; double-page illustration from book
525,"Shinagawa, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",0e23064a-a4a6-db5d-45bb-b88dbc4bd420,Color woodblock print; double-page illustration from book
526,"Mimeguri, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",242c9b00-a21d-0b3f-be3c-0189ece37b89,Color woodblock print; double-page illustration from book
527,"Sumida River, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",36ab047c-39da-01b7-7daf-b011d4e7e32f,Color woodblock print; double-page illustration from book
528,"Ryogoku Bridge, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",28668f82-6a8a-bef0-424b-b8f6f11997ad,Color woodblock print; double-page illustration from book
529,"Kameido Tenjin Shrine, from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",9a6658d4-c56f-c7c6-f004-e5c3a92b3ddd,Color woodblock print; double-page illustration from book
530,"Asuka Hill (Asukayama), from vol. 1 of the illustrated book ""Fine Views of the Eastern Capital at a Glance (Toto shokei ichiran)""",cf400608-5557-927f-1915-ad46163c5616,Color woodblock print; double-page illustration from book
531,An Illustrated New Edition of the Water Margin (Shinpen Suikogaden),fc890674-a623-68c8-262e-1fc2eb00c44e,Ink on paper; woodblock-printed books
532,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",ab221edb-58f7-ac20-bea4-d5d6bdd46249,Color woodblock print; 4 pages from illustrated book
533,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",c6a042d4-a3e6-900e-5b97-2e63fe09f4e5,Color woodblock print; 4 pages from illustrated book
534,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",524c4e70-9cdf-528a-7b86-e9ba267b16ae,Color woodblock print; 3 pages from illustrated book
535,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",9e33a3b2-22c5-28d7-9059-e8f28a226334,Color woodblock print; 3 pages from illustrated book
536,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",56e84203-ae86-5428-2f33-b985f6a8ad66,Color woodblock print; 3 pages from illustrated book
537,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",bea9f358-22fe-9937-6cef-070ddabcde55,Color woodblock print; 3 pages from illustrated book
538,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",38380ef7-adcd-0b6e-64e3-f05553c7a385,Color woodblock print; double-page illustration from book
539,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",2d5919f5-d6cc-7006-df6e-08c2bb7ff829,Color woodblock print; double-page illustration from book
540,"Pages from the illustrated book ""Panoramic Views along the Banks of the Sumida River (Ehon Sumidagawa ryogan ichiran)""",ae00c9fa-1997-9567-8f43-227beb50b473,Color woodblock print; double-page illustration from book
541,"Bullfinch and Weeping Cherry (Uso, shidarezakura), from an untitled series of flowers and birds",43e98608-f8dd-18cd-4eb7-9df248e7cfba,Color woodblock print; chuban
542,Enoshima,7255fb2b-8240-c773-6dc5-afcd1b43e494,Color woodblock print
543,The Famous Places on the Tokaido in One View (Tokaido meisho ichiran),405d2c07-133e-016a-03bb-35b297a87f45,Color woodblock print; o-oban
544,"Iris and Grasshopper, from an untitled series of large flowers",5d26ec26-2cb5-fbe8-ff34-acc4a9b5765b,Color woodblock print; oban
545,"Yoshino, from the series ""Snow, Moon and Flowers (Setsugekka)""",7e727270-204a-d737-b189-13308fc612d3,Color woodblock print; oban
546,"Moonlight on the Yodo River (Yodogawa), from the series ""Snow, Moon and Flowers (Setsugekka)""",b21ff0f1-73c2-5830-a952-9b68b5b1031a,Color woodblock print; oban
547,Evening bell at Mii Temple,357f26b4-b483-0860-9209-73c5d0612bc6,Color woodblock print
548,"Poem by Kanke, from the series ""One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)""",f51fd3e9-d742-2488-e021-f56315a17152,Color woodblock print; oban
549,"Poem by Chunagon Yakamochi, from the series ""One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)""",d44a7146-ade5-b0ee-3b13-f3a1ee489787,Color woodblock print; oban
550,"Yoro Falls in Mino Province (Mino no Yoro no taki), from the series ""A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)""",47c49e18-271a-df22-e764-832ec33cd66b,Color woodblock print; ōban
551,"Roben Falls at Oyama in Sagami Province (Soshu Oyama Roben no taki), from the series ""A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)""",7086ee68-18cb-282c-2630-4703be408e87,Color woodblock print; oban
552,"Amida Falls in the Far Reaches of the Kisokaido (Kisoji no oku Amidagataki), from the series ""A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)""",778f5ecd-af29-b0d0-6c15-6b4a603dfa0d,Color woodblock print; ōban
553,"Yoshitsune’s Horse-Washing Falls at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series Tour of the Waterfalls in Various Provinces (Shokoku taki meguri)",1517ca9b-3a37-a9e8-d27c-0c13d4d8b759,Color woodblock print; ōban
554,"Aoigaoka Falls in the Eastern Capital (Toto Aoigaoka no taki), from the series ""A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)""",80e7d98c-3072-26cb-a432-d377bac0e93a,Color woodblock print; ōban
555,"Kannon Shrine at Kiyo Falls at Sakanoshita on the Tōkaidō, from the series Tour of the Waterfalls in Various Provinces (Shokoku taki meguri)",6629b7c0-859e-a159-3609-1d82aea54277,Color woodblock print; ōban
556,"Kirifuri Falls (Kirifuri no taki), from the series Tour of the Waterfalls in Various Provinces (Shokoku taki meguri)",222db246-4eae-d023-5bba-11af5bbd4e82,Color woodblock print; ōban
557,"Ono Falls on the Kisokaidō Road(Kisokaidō Ono no bakufu), from the series Tour of the Waterfalls in Various Provinces (Shokoku taki meguri)",5afdcd6d-d946-ae18-469e-d193c56f5d45,Color woodblock print; ōban
558,"Ancient View of the Eight-planked Bridge in Mikawa Province (Mikawa no Yatsuhashi no kozu), from the series ""Unusual Views of Famous Bridges in Various Provinces (Shokoku meikyo kiran)""",e85fb4d8-f243-74d9-2364-8b8bc001d9bf,Color woodblock print; oban
559,"Kintai Bridge in Suo Province (Suo no kuni Kintaibashi), from the series ""Unusual Views of Famous Bridges in Various Provinces (Shokoku meikyo kiran)""",2d1f60e5-06af-131b-fce0-50e3679385c0,Color woodblock print; oban
560,"Ancient View of the Pontoon Bridge at Sano in Kozuke Province (Kozuke Sano funabashi no kozu), from the series ""Unusual Views of Famous Bridges in Various Provinces (Shokoku meikyo kiran)""",5f8f3656-0f9c-eb9d-1b88-7985443d6247,Color woodblock print; oban
561,"The Sound of the Lake at Rinkai (Rinkai kosei), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",cf87c1dc-9455-2284-542b-accb1dcc7de7,Color woodblock print; oban
562,"The Sound of Wind in the Pines at Ryuto (Ryuto shoto), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",5f52dedf-bf08-5164-cc4a-6b6bdc2d703f,Color woodblock print; oban
563,"Bamboo Grove at Kume Village (Kumemura no chikuri), from the series “Eight Views of Ryukyu Islands (Ryukyu hakkei)”",51637268-1bd6-8111-7d0e-a9f25b019122,Color woodblock print; oban
564,"Bamboo Grove at Kume Village (Kumemura no chikuri), from the series “Eight Views of Ryukyu Islands (Ryukyu hakkei)”",51637268-1bd6-8111-7d0e-a9f25b019122,Color woodblock print; oban
565,"Autumnal Sky at Choko (Choko shusei), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",d75ea40f-44b9-4791-f244-47cf3fd3d363,Color woodblock print; oban
566,"The Sacred Spring on Fortress Mountain (Jogaku reisen), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",03c5f557-52e9-bd24-94ec-c78fc8332af2,Color woodblock print; oban
567,"Evening Glow at Jungai (Jungai sekisho), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",d6d67d2a-8405-8567-0d63-10face6fb9e0,Color woodblock print; oban
568,"Banana Garden at Nakashima (Nakashima shoen), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",5be5fa00-90e6-6066-af8c-80e19cb8d897,Color woodblock print; oban
569,"Evening Moon at Izumizaki (Izumizaki yagetsu), from the series ""Eight Views of the Ryukyu Islands (Ryukyu hakkei)""",710a8080-7750-2d6b-2d28-195e781539cc,Color woodblock print; oban
570,"Bell-Flower and Dragonfly, from an untitled series of large flowers",960360f3-def7-27e5-6102-6fea8815ff61,Color woodblock print; oban
571,"Hydrangea and Swallow, from an untitled series of large flowers",9bc87079-663c-f320-2da5-29dcd86c68f4,Color woodblock print; oban
572,"Orange Orchids, from an untitled series of flowers",5df159e9-0f5f-b093-b11e-57c41348657b,Color woodblock print; oban
573,"Peonies and Butterfly, from an untitled series of large flowers",0ca42060-6e7c-7565-4745-9b396731b53e,Color woodblock print; oban
574,"Chrysanthemums and Bee, from an untitled series of Large Flowers",e81e632c-2e27-d79c-527d-365519796f9f,"Color woodblock print, oban"
575,"Poppies, from an untitled series of flowers",a4796b47-0881-4d27-8f10-186f4af524c7,Color woodblock print; oban
576,"Cotton Roses and Sparrow, from an untitled series of Large Flowers",6ce6733c-3e20-36ec-0687-4259af16dd61,Color woodblock print; oban
577,"Lilies, from an untitled series of Large Flowers",f499675e-b863-ddca-281d-1545d799a3de,Color woodblock print; oban
578,"Morning Glories and Tree-frog, from an untitled series of Large Flowers",f0866976-fe33-4290-30b8-704e85d8e9b4,Color woodblock print; oban
579,"Bullfinch and Weeping Cherry (Uso, shidarezakura), from an untitled series of flowers and birds",b6019c74-c126-c953-4904-e1562736eaa6,Color woodblock print; chuban
580,"Canary and Peony (Kanaari, shakuyaku), from an untitled series of flowers and birds",90683f60-b8f8-f8d7-2e2f-4c4b8efe7b74,Color woodblock print; chuban
581,"Paddy Bird and Magnolia Flowers (Buncho, kobushi no hana), from an untitled series of flowers and birds",5003c3f9-0d22-8586-2011-979e5fcb7779,Color woodblock print; chuban
582,"Cuckoo and Azaleas (Hototogisu, satsuki)",19dfff1a-6a1c-bd63-4db8-36f5bb35bbff,Color woodblock print; chuban
583,"Bush Warbler and Rose (Kocho, bara), from an untitled series of flowers and birds",60ba0656-243c-2489-ee57-6df1daea3628,Color woodblock print; chuban
584,"Bull-headed Shrike and Bluebird with Saxifrage and Wild Strawberry (Mozu, ruri, yukinoshita, hebi-ichigo), from an untitled series of flowers and birds",e7b61da1-57b2-37b5-85ca-d36c06647c98,Color woodblock print; chuban
585,"The Poetess Ono no Komachi, from the series Six Immortal Poets (Rokkasen)",20c5597c-65ef-8c81-1338-7db6b692d13e,Color woodblock print; oban
586,"The Poet Ariwara no Narihira, from the series Six Immortal Poets (Rokkasen)",929eb17f-9440-aab8-e259-205bc16cf120,Color woodblock print; oban
587,"The Poet Kisen Hoshi, from the series Six Immortal Poets (Rokkasen)",66b16265-31ff-1e12-6995-3684bf00d89b,Color woodblock print; oban
588,"The Poet Bunya no Yasuhide, from the series Six Immortal Poets (Rokkasen)",71f2328e-e44c-b990-ac37-eb040df48c29,Color woodblock print; oban
589,"The Poet Otomo no Kuronushi, from the series Six Immortal Poets (Rokkasen)",d2152625-d3c3-2e23-36e3-3480fc54fae0,Color woodblock print; oban
590,"Sei Shonagon, from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",9c8fe00f-9d86-c7d2-159e-21ea44203767,Color woodblock print; vertical nagaban
591,"Bai Juyi (Japanese: Hakurakuten), from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",3a716b22-87ef-1c75-2c0d-edd8e3c93b43,Color woodblock print; vertical nagaban
592,"Horseman in Snow, from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",ab5c37ea-d55e-1e3a-7e5b-f1efd7b765ef,Color woodblock print; vertical nagaban
593,"The Minister Toru (Toru no Otodo), from the series ""Mirrors of Japanese and Chinese Poems (Shiika shashinkyo)""",aae65b2c-ba14-3d61-5e7c-be7b0101559e,Color woodblock print; nagaban
594,"Young Man Departing (Shonenko), from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",a57c25bc-a679-eafc-3d00-c0067b2bc191,Color woodblock print; vertical nagaban
595,"Harumichi no Tsuraki, from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",212d8422-993e-4168-bfd1-350b78fee720,Color woodblock print; vertical nagaban
596,"Li Bai (Japanese: Ri Haku), from the series ""A True Mirror of Japanese and Chinese Poems (Shiika shashin kyo)""",16c6c46f-a1a1-ce9a-6f4d-365d3a6828a9,Color woodblock print; vertical nagaban
597,Flowers and spring greens in a hat,3f6e94a9-3e29-2d85-4e5c-1d61ed8edac6,"Color woodblock print; ebangire, surimono"
598,Making paper cords for tying hair,53b6d046-2ca4-c923-18a5-5f121676605b,"Color woodblock print; ebangire, surimono"
599,Ferry boat,ab7447d3-8bf8-4a7d-57d9-f96648b2b270,"Color woodblock print; nagaban, surimono"
600,Boy releasing a kite,90d5b131-7469-3680-e3b0-6a440ef2b059,"Color woodblock print; ebangire, surimono"
601,Boating parties on the Sumida River,8ef61ce0-2904-935b-82a2-d8b2d9ce91e7,"Color woodblock print; nagaban, surimono"
602,Picnic party,004971b0-7b56-4050-99c3-580c94915ede,Color woodblock print; surimono
603,The Peony Show,c96bd185-a160-6446-eaa9-822e039f935f,"Color woodblock print; ebangire, surimono"
604,Courtly event modeled on the Lanting Gathering,423801e9-2a5f-2b56-2269-0a177fb37efe,"Color woodblock print; ebangire, surimono"
605,Two women stretching cloth,9619e3cd-e1ec-6632-b982-0dfcdb8a4da6,Color woodblock print; double-page illustration from book
606,Women weaving on a loom,646f03bd-93ea-9ce6-2e87-33f9552e4fd1,"Color woodblock print; oban, surimono"
607,Women on a Veranda Stretching Cloth to Dry,3808da47-0348-422a-e17a-6f04236d243c,Color woodblock print; surimono
608,Potters at Work - Imado,1eb422c6-a3f7-c3fa-aef9-3d6c5c3dccb5,Color woodblock print
609,Travelers stopping at a mile post,0e59c70b-2f03-2c01-5709-fd7ba5acd73f,Color woodblock print; surimono
610,"Ejiri in Suruga Province (Sunshu Ejiri), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",5f3cc8e1-a024-9d9c-4d75-a18c5fcbbe65,Color woodblock print; oban
611,"Lake Suwa in Shinano Province (Shinshu Suwako), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",abb0d377-b570-a9de-a540-ff468545d9cd,Color woodblock print; oban
612,"Inume Pass in Kai Province (Koshu Inume-toge), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",8b1e0f38-cf78-74be-29c1-26b2d64462e0,Color woodblock print; oban
613,"Tama River in Musashi Province (Bushu Tamagawa), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",bf2c118b-d095-0e97-5118-9a65dd073f12,Color woodblock print; oban
614,"Mishima Pass in Kai Province (Koshu Mishimagoe), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",f8d93165-9f15-b4d5-5e96-0607c308d6c2,Color woodblock print; oban
615,"Mount Fuji Seen from the Senju Pleasure Quarter (Senju kagai yori chobo no Fuji), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",323c862c-f8b0-117c-580d-84c2a2a96c37,Color woodblock print; oban
616,"Tagonoura Bay near Ejiri on the Tōkaidō (Tōkaidō Ejiri Tagonoura ryakuzu), from the series Thirty-Six Views of Mount Fuji (Fugaku sanjūrokkei)",446895e6-9d3c-0558-c273-84d76c26702e,Color woodblock print
617,"The Surface of the Water at Misaka in Koshu Province (Koshu Misaka suimen), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",17bd1a0f-e75c-f4aa-9a80-3153506f319a,Color woodblock print; oban
618,"Goten Hill at Shinagawa on the Tokaido (Tokaido Shinagawa Gotenyama), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",f387a8e6-f284-08a1-1e26-3a0fe933fa35,Color woodblock print; oban
619,"Surugadai in Edo (Toto surugadai), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",b337f8cc-32c9-3d74-4a2f-ee2ea9fc02c1,Color woodblock print; oban
620,"Beneath Mannen Bridge in Fukagawa (Fukagawa Mannenbashi shita) from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",f613b5e8-2d1d-1bca-1406-d850c5f68261,Color woodblock print; oban
621,"Enoshima in Sagami Province (Soshu Enoshima), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",d5e056cf-0f2e-1763-3109-dbd2afc02246,Color woodblock print; oban
622,"Enoshima Island in Sagami Province (Soshu Enoshima), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",13e10a27-6435-113b-6c0f-e378198711e9,Color woodblock print; oban
623,"Yoshida on the Tokaido (Tokaido Yoshida), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",c8f02abf-2a8f-e493-85b6-73df2117df5c,Color woodblock print; oban
624,"Sekiya Village on the Sumida River (Sumidagawa Sekiya no sato), from the seriesThirty-Six Views of Mount Fuji (Fugaku sanjūrokkei)",a03e2cdc-ea9e-c845-d0a5-ffb21533a86e,Color woodblock print
625,"Sea Lane Off Kazusa Province (Kazusa no kairo), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",c053bf19-6f32-99c6-4b8e-6d778111a718,Color woodblock print; oban
626,"Lower Meguro (Shimo Meguro), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",7dfd6da6-1f8d-6f59-64e7-9b816c66b8d9,Color woodblock print; oban
627,"Tatekawa at Honjo (Honjo Tatekawa), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",63d00c93-89fc-e111-cbfe-88a136795e71,Color woodblock print; oban
628,"The Mitsui Shop in Surugacho in Edo (Koto Surugacho Mitsui mise ryakuzu), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",b36f8b14-b299-c299-bfa0-5859d91deba6,Color woodblock print; oban
629,"Sazai Hall at the Temple of the Five Hundred Arhats (Gohyakurakanji Sazaido), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",f8a60709-19e6-92e6-1af8-65e06484c4a5,Color woodblock print; oban
630,"Snowy Morning from Koishikawa (Koishikawa yuki no ashita), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",a7bba48d-f214-feac-c857-bf434a7d90fb,Color woodblock print; oban
631,"Tsukudajima in Musashi Province (Buyo Tsukudajima), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",f7d8a1a3-a3bb-d40d-837e-9cf3a32b88d7,Color woodblock print; oban
632,"Fuji from Ommayagashi with Twilight over Ryogoku Bridge (Ommayagashi yori ryogokubashi sekiyo o miru), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",c2a13a9d-dbce-4e8f-2d6a-8bc3f1a1328b,Color woodblock print; oban
633,"Honganji Temple at Asakusa in Edo (Toto Asakusa Honganji), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",221e30b6-b4ab-d345-5def-2b83e76b3b90,Color woodblock print; oban
634,"Nihonbashi Bridge in Edo (Edo Nihonbashi), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",57ee2674-e944-0c1e-f424-647a27837ae9,Color woodblock print; oban
635,"Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series Thirty-Six Views of Mount Fuji (Fugaku sanjūrokkei)",b3974542-b9b4-7568-fc4b-966738f61d78,Color woodblock print; oban
636,"Cushion Pine Tree at Aoyama (Aoyama Enza no matsu), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",2d4304b7-9f62-e58d-89c1-e90919f53c42,Color woodblock print; oban
637,"Dawn at Isawa in Kai Province (Koshu Isawa no akatsuki), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",fdbad9fc-7e08-213d-1e6c-9354afca4e1f,Color woodblock print; oban
638,"Umezawa Marsh in Sagami Province (Soshu Umezawa hidari), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",59031f75-1a96-8f05-cbbb-2074ac9aa099,Color woodblock print; oban
639,"Waterwheel at Onden (Onden no suisha), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""",17b65856-e8e7-6898-7fb1-9333c96d8189,Color woodblock print; oban
640,"Fujimigahara in Owari Province (Bishu Fujimigahara), from the series ""Thirty-six views of Mount Fuji (Fugaku sanjurokkei)""",ebd253f2-a87d-7c95-fa40-a3046a3c45f1,Color woodblock print; oban
641,Servant throwing bundles of branches into waterfall,d07b2dd3-59de-c07f-097e-6a623136216e,"Color woodblock print; ebangire, surimono"
642,On the footbridge,fab4c2d7-b327-8ec2-1b4e-e6ff6ceb22cd,"Color woodblock print; ebangire, surimono"
643,The Swordsmith Munechika and the God of Inari,634a1919-5e51-eaec-5259-24ce82a216c7,Color woodblock print; nagaban yoko-e surimono
644,The Eastern Journey of the Celebrated Poet Ariwara no Narihira,f7b6a17c-69c4-a373-86e8-7c80ecedab39,Color woodblock print; nagaban surimono
645,Shellfish gathering,36b96c2a-8664-671e-df1d-a8e500aa5c90,Color woodblock print; surimono
646,Hanging up dyed cloth,b1746aad-0168-f4d0-0dbe-359df9a785be,"Color woodblock print; nagaban, surimono"
647,Sparrows on Millstones with Hagi Bushes,09657d49-8ab3-ba03-c482-561a328d0052,Color woodblock print; large surimono
648,"Fujieda, from an untitled series of the fifty-three stations of the Tokaido",93d1a329-39a3-2976-2432-0c227d67c11d,Color woodblock print; kokonotsugiri-ban
649,"Gathering spring greens, from the album ""Fuji in Spring (Haru no Fuji)""",555d8846-32b3-1eff-e482-4c1bbe2f88ff,Color woodblock print; double-page illustration from book
650,Parody of Ariwara no Narihira's eastern journey,7f0b5275-e18c-c7aa-5dbe-a2b757f96926,"Color woodblock print; oban, surimono"
651,Three women beneath a plum tree at night,656b2079-0015-5b66-c43e-9ddc62a2b56f,Color woodblock print; surimono
652,Ferryboat,498ad265-8b90-388a-4b91-2c24fc73926d,Color woodblock print
